Record_ID,Date,Country,City,Temperature,Humidity,Precipitation,Air_Quality_Index,Extreme_Weather_Events,Climate_Classification,Climate_Zone,Biome_Type,Heat_Index,Wind_Speed,Wind_Direction,Season,Population_Exposure,Economic_Impact_Estimate,Infrastructure_Vulnerability_Score
aus_1156,2025-02-28,Australia,Melbourne,0.5,77,148.3,358,None,Koeppen-D,Arid,Tundra,4.3,37.7,NW,Winter,2748565,47894455,8
aus_1157,2025-03-01,Australia,Melbourne,36,69,17.3,272,None,Koeppen-A,Arid,Tundra,39.5,5,SE,Spring,7901179,61861417,3
aus_1158,2025-03-02,Australia,Melbourne,43.2,15,151.9,251,Flood,Koeppen-D,Arid,Wetland,44,23.8,S,Spring,6812223,5329749,7
aus_1159,2025-03-03,Australia,Melbourne,28.9,78,174.8,310,None,Koeppen-C,Arid,Grassland,32.8,21.8,N,Spring,9237692,84938693,1
aus_116,2024-04-25,Australia,Sydney,41.2,30,24.2,10,Drought,Koeppen-D,Arid,Desert,42.7,32.1,SE,Spring,5553682,92249699,3
aus_1160,2025-03-04,Australia,Melbourne,17.2,64,193.8,85,None,Koeppen-C,Arid,Wetland,20.4,7.7,N,Spring,197315,18434856,1
aus_1161,2025-03-05,Australia,Melbourne,5.8,72,29.3,265,None,Koeppen-B,Arid,Forest,9.4,8,SE,Spring,6968181,3700225,7
aus_1162,2025-03-06,Australia,Melbourne,33.5,25,193.5,132,None,Koeppen-A,Arid,Desert,34.8,35.2,N,Spring,50400,46155170,2
aus_1163,2025-03-07,Australia,Melbourne,33.9,42,46.8,413,Flood,Koeppen-D,Arid,Tundra,36,10.8,E,Spring,417575,8159366,1
aus_1164,2025-03-08,Australia,Melbourne,15.1,91,90.6,377,None,Koeppen-D,Arid,Grassland,19.6,8.5,SE,Spring,4155886,7047081,1
aus_1165,2025-03-09,Australia,Melbourne,34.5,57,19,49,Flood,Koeppen-D,Arid,Wetland,37.4,8.3,SW,Spring,3636854,53893969,10
aus_1166,2025-03-10,Australia,Melbourne,31.1,44,31,482,None,Koeppen-A,Arid,Tundra,33.3,34.5,W,Spring,1699979,72422734,10
aus_1167,2025-03-11,Australia,Melbourne,2.9,30,51.1,403,None,Koeppen-C,Arid,Wetland,4.4,5.9,SW,Spring,3942180,48498164,4
aus_1168,2025-03-12,Australia,Melbourne,2.1,55,170.6,470,None,Koeppen-A,Arid,Tundra,4.8,34.3,SE,Spring,3733299,66143570,7
aus_1169,2025-03-13,Australia,Melbourne,40.8,78,190.3,419,None,Koeppen-C,Arid,Grassland,44.7,0.5,SE,Spring,9567486,14746797,4
aus_117,2024-04-26,Australia,Sydney,-2.8,18,192.3,203,Hurricane,Koeppen-A,Arid,Tundra,-1.9,15.8,NE,Spring,5173752,76651596,3
aus_1170,2025-03-14,Australia,Melbourne,14.5,64,87.1,247,Heatwave,Koeppen-B,Arid,Wetland,17.7,23.5,E,Spring,4339766,53671923,3
aus_1171,2025-03-15,Australia,Melbourne,16.3,82,95.9,374,None,Koeppen-A,Arid,Grassland,20.4,33.7,S,Spring,4117935,81965226,2
aus_1172,2025-03-16,Australia,Melbourne,11,47,68.4,257,None,Koeppen-A,Arid,Tundra,13.3,4.2,W,Spring,5746709,32265989,6
aus_1173,2025-03-17,Australia,Melbourne,16.3,67,114.6,262,None,Koeppen-C,Arid,Tundra,19.7,23.3,W,Spring,5439419,24536014,5
aus_1174,2025-03-18,Australia,Melbourne,-0.1,86,190.6,123,Heatwave,Koeppen-C,Arid,Tundra,4.2,11.3,SE,Spring,8232363,58932160,1
aus_1175,2025-03-19,Australia,Melbourne,38.3,52,135,154,Hurricane,Koeppen-D,Arid,Forest,40.9,23.7,NE,Spring,5986910,6015934,8
aus_1176,2025-03-20,Australia,Melbourne,44.9,72,74.2,451,None,Koeppen-A,Arid,Wetland,48.5,28.8,E,Spring,2761742,30350672,5
aus_1177,2025-03-21,Australia,Melbourne,22.6,23,50.6,279,None,Koeppen-A,Arid,Forest,23.8,39.6,NW,Spring,2247576,13375645,9
aus_1178,2025-03-22,Australia,Melbourne,22.7,27,19,15,Heatwave,Koeppen-B,Arid,Grassland,24.1,4.4,N,Spring,7439005,53360146,9
aus_1179,2025-03-23,Australia,Melbourne,40.3,30,68,335,None,Koeppen-C,Arid,Forest,41.8,8.6,S,Spring,1278342,36642460,5
aus_118,2024-04-27,Australia,Sydney,-1.7,17,44.5,249,None,Koeppen-D,Arid,Desert,-0.8,19.1,SE,Spring,4102683,67172736,5
aus_1180,2025-03-24,Australia,Melbourne,6.4,90,135.2,168,None,Koeppen-A,Arid,Forest,10.9,20.3,NE,Spring,5650252,80284083,2
aus_1181,2025-03-25,Australia,Melbourne,10.7,33,45,101,Heatwave,Koeppen-D,Arid,Wetland,12.3,13.2,NE,Spring,640751,59493984,6
aus_1182,2025-03-26,Australia,Melbourne,43.5,19,69.3,481,None,Koeppen-C,Arid,Wetland,44.5,37,SE,Spring,743903,59984655,1
aus_1183,2025-03-27,Australia,Melbourne,2.4,80,81.3,462,None,Koeppen-A,Arid,Forest,6.4,6.7,N,Spring,6123819,37790417,5
aus_1184,2025-03-28,Australia,Melbourne,22.4,86,107.6,442,Flood,Koeppen-C,Arid,Wetland,26.7,21.9,NW,Spring,8033749,39278604,2
aus_1185,2025-03-29,Australia,Melbourne,5.3,29,29.2,225,None,Koeppen-D,Arid,Forest,6.8,11.9,SW,Spring,526953,82711056,9
aus_1186,2025-03-30,Australia,Melbourne,20.9,69,127.4,458,None,Koeppen-B,Arid,Desert,24.3,19,SE,Spring,3545388,59039511,6
aus_1187,2025-03-31,Australia,Melbourne,16.4,67,185.2,174,None,Koeppen-C,Arid,Tundra,19.8,30.6,W,Spring,2775586,59311644,6
aus_1188,2025-04-01,Australia,Melbourne,8.8,51,14.8,194,None,Koeppen-C,Arid,Desert,11.4,38.3,SW,Spring,1606326,4145821,3
aus_1189,2025-04-02,Australia,Melbourne,8.7,52,181.1,477,None,Koeppen-D,Arid,Desert,11.3,9.7,SE,Spring,3060465,13708964,10
aus_119,2024-04-28,Australia,Sydney,2.4,35,125.5,115,None,Koeppen-C,Arid,Desert,4.2,15.9,NW,Spring,4998929,80824160,10
aus_1190,2025-04-03,Australia,Melbourne,19,58,137.1,20,None,Koeppen-C,Arid,Forest,21.9,25.2,E,Spring,6728829,94953399,4
aus_1191,2025-04-04,Australia,Melbourne,15.2,54,0.1,36,None,Koeppen-C,Arid,Wetland,17.9,30,NE,Spring,6595377,35795724,1
aus_1192,2025-04-05,Australia,Melbourne,19.9,83,84.4,294,None,Koeppen-B,Arid,Desert,24,6.9,SW,Spring,7390921,37995777,3
aus_1193,2025-04-06,Australia,Melbourne,32.5,69,12.2,306,None,Koeppen-A,Arid,Desert,36,2.3,E,Spring,2997741,76325107,9
aus_1194,2025-04-07,Australia,Melbourne,22.5,93,82,49,Heatwave,Koeppen-D,Arid,Tundra,27.1,30.3,SW,Spring,3176409,99131161,4
aus_1195,2025-04-08,Australia,Melbourne,26,56,41.3,277,None,Koeppen-D,Arid,Desert,28.8,17.1,SE,Spring,5475107,49571532,3
aus_1196,2025-04-09,Australia,Melbourne,32.9,66,19.4,170,None,Koeppen-A,Arid,Forest,36.2,38.2,E,Spring,3301873,27240380,3
aus_1197,2025-04-10,Australia,Melbourne,7.6,42,75.9,58,None,Koeppen-A,Arid,Tundra,9.7,22.9,NW,Spring,8761096,38723842,5
aus_1198,2025-04-11,Australia,Melbourne,24.1,19,0.7,333,None,Koeppen-A,Arid,Desert,25.1,19.4,E,Spring,3890355,50707083,4
aus_1199,2025-04-12,Australia,Melbourne,14.8,78,11.5,463,None,Koeppen-D,Arid,Wetland,18.7,37.6,NE,Spring,265413,18955525,1
aus_12,2024-01-12,Australia,Sydney,8.3,43,161.2,468,None,Koeppen-B,Arid,Wetland,10.5,11.2,W,Winter,3744674,41089659,10
aus_120,2024-04-29,Australia,Sydney,23.4,46,188.6,221,None,Koeppen-D,Arid,Grassland,25.7,16.8,W,Spring,4183219,35627625,9
aus_1200,2025-04-13,Australia,Melbourne,4,87,173.2,62,None,Koeppen-A,Arid,Forest,8.4,34,NE,Spring,1457667,78605262,9
aus_1201,2025-04-14,Australia,Melbourne,34.8,72,99.4,58,None,Koeppen-B,Arid,Forest,38.4,5.3,NW,Spring,8472701,20197205,2
aus_1202,2025-04-15,Australia,Melbourne,26.9,26,14.2,53,None,Koeppen-C,Arid,Desert,28.2,21.3,SW,Spring,1145285,83561771,1
aus_1203,2025-04-16,Australia,Melbourne,21.1,20,179.5,285,Hurricane,Koeppen-B,Arid,Grassland,22.1,33,SW,Spring,8697588,77812710,10
aus_1204,2025-04-17,Australia,Melbourne,9.7,52,187.8,227,None,Koeppen-D,Arid,Grassland,12.3,0.5,NE,Spring,6761155,85635897,3
aus_1205,2025-04-18,Australia,Melbourne,30.6,15,100,445,Drought,Koeppen-D,Arid,Wetland,31.4,39.7,S,Spring,7835782,42394541,5
aus_1206,2025-04-19,Australia,Melbourne,38.3,90,97.6,120,None,Koeppen-B,Arid,Desert,42.8,0.7,N,Spring,7410159,82558609,5
aus_1207,2025-04-20,Australia,Melbourne,3.1,79,20.9,330,None,Koeppen-B,Arid,Forest,7.1,33.2,E,Spring,4870089,45595359,4
aus_1208,2025-04-21,Australia,Melbourne,-0.4,69,83,463,None,Koeppen-B,Arid,Desert,3.1,3.9,W,Spring,7083434,51898578,8
aus_1209,2025-04-22,Australia,Melbourne,7.5,89,40.9,441,None,Koeppen-C,Arid,Wetland,11.9,1.7,SE,Spring,6674976,55897345,8
aus_121,2024-04-30,Australia,Sydney,35.5,80,42.4,296,None,Koeppen-D,Arid,Grassland,39.5,28.2,NW,Spring,1377562,77069344,6
aus_1210,2025-04-23,Australia,Melbourne,44.4,32,161.2,293,None,Koeppen-D,Arid,Grassland,46,37.4,S,Spring,3101536,46888968,7
aus_1211,2025-04-24,Australia,Melbourne,-7.6,25,106.1,341,None,Koeppen-C,Arid,Wetland,-6.3,0.2,N,Spring,1029525,43563889,10
aus_1212,2025-04-25,Australia,Melbourne,43.5,47,168.7,181,None,Koeppen-B,Arid,Grassland,45.9,4.1,SW,Spring,240004,89912107,4
aus_1213,2025-04-26,Australia,Melbourne,39.6,96,18.5,315,None,Koeppen-B,Arid,Desert,44.4,15.1,E,Spring,5056082,44660513,4
aus_1214,2025-04-27,Australia,Melbourne,-1.7,83,87.7,102,None,Koeppen-A,Arid,Wetland,2.5,29.1,SE,Spring,7771452,70913665,7
aus_1215,2025-04-28,Australia,Melbourne,38.4,30,28,204,Hurricane,Koeppen-A,Arid,Grassland,39.9,12.4,NW,Spring,3222771,42494985,1
aus_1216,2025-04-29,Australia,Melbourne,26.9,50,116.5,475,Heatwave,Koeppen-B,Arid,Grassland,29.4,24.6,S,Spring,57771,48429024,6
aus_1217,2025-04-30,Australia,Melbourne,3,61,100.1,44,None,Koeppen-A,Arid,Grassland,6.1,7.6,NW,Spring,5939416,13532259,5
aus_1218,2025-05-01,Australia,Melbourne,32.7,75,151.3,127,None,Koeppen-C,Arid,Tundra,36.5,34.5,S,Spring,5832039,93042561,9
aus_1219,2025-05-02,Australia,Melbourne,-1.1,98,162.3,272,None,Koeppen-B,Arid,Forest,3.8,4,N,Spring,6935472,60743476,5
aus_122,2024-05-01,Australia,Sydney,3.6,65,11.1,482,Flood,Koeppen-B,Arid,Forest,6.8,37.2,S,Spring,1461280,22074937,8
aus_1220,2025-05-03,Australia,Melbourne,13.7,55,150.8,331,None,Koeppen-A,Arid,Forest,16.4,38.8,SE,Spring,8991167,29388346,10
aus_1221,2025-05-04,Australia,Melbourne,-6.2,85,125.4,112,None,Koeppen-A,Arid,Tundra,-2,24,SW,Spring,3675988,12650860,7
aus_1222,2025-05-05,Australia,Melbourne,6.1,82,174.8,363,None,Koeppen-D,Arid,Forest,10.2,8.4,E,Spring,1459136,60417081,4
aus_1223,2025-05-06,Australia,Melbourne,27.1,72,42.9,456,None,Koeppen-B,Arid,Desert,30.7,37.2,NW,Spring,8216639,35191669,1
aus_1224,2025-05-07,Australia,Melbourne,36.7,61,123.7,170,None,Koeppen-C,Arid,Tundra,39.8,34.3,NW,Spring,658338,39270451,6
aus_1225,2025-05-08,Australia,Melbourne,-2.8,47,151.5,375,None,Koeppen-C,Arid,Grassland,-0.4,20.1,SE,Spring,130966,83660406,10
aus_1226,2025-05-09,Australia,Melbourne,-4.9,80,49.6,207,None,Koeppen-A,Arid,Tundra,-0.9,38.8,S,Spring,3531394,35767650,3
aus_1227,2025-05-10,Australia,Melbourne,44.6,18,150.1,484,Flood,Koeppen-A,Arid,Forest,45.5,2.6,SW,Spring,2258775,19906918,4
aus_1228,2025-05-11,Australia,Melbourne,18.6,78,85,74,None,Koeppen-A,Arid,Desert,22.5,31.7,NE,Spring,7141166,5935002,2
aus_1229,2025-05-12,Australia,Melbourne,4.7,16,116.1,351,None,Koeppen-A,Arid,Grassland,5.5,20,SE,Spring,3617406,59375933,1
aus_123,2024-05-02,Australia,Sydney,34.8,27,14.7,75,None,Koeppen-A,Arid,Desert,36.1,26,E,Spring,5125326,25487298,10
aus_1230,2025-05-13,Australia,Melbourne,35,96,91.1,206,None,Koeppen-A,Arid,Wetland,39.8,12.5,NE,Spring,5350009,95258646,3
aus_1231,2025-05-14,Australia,Melbourne,36.3,12,18.6,279,None,Koeppen-B,Arid,Desert,36.9,2.8,NW,Spring,6231509,92316964,1
aus_1232,2025-05-15,Australia,Melbourne,18.6,100,79.8,268,None,Koeppen-A,Arid,Wetland,23.6,8.2,NE,Spring,4245125,60343987,8
aus_1233,2025-05-16,Australia,Melbourne,-1.7,76,44.3,220,Drought,Koeppen-B,Arid,Forest,2.1,15.1,S,Spring,8205861,44036233,9
aus_1234,2025-05-17,Australia,Melbourne,32.1,27,67.3,333,None,Koeppen-B,Arid,Desert,33.5,5.9,SW,Spring,7528242,44693420,8
aus_1235,2025-05-18,Australia,Melbourne,31.4,60,89.5,443,None,Koeppen-A,Arid,Forest,34.4,26.7,W,Spring,1591371,15832386,10
aus_1236,2025-05-19,Australia,Melbourne,29.4,20,75.1,490,None,Koeppen-C,Arid,Forest,30.4,39.5,S,Spring,8381463,23871275,1
aus_1237,2025-05-20,Australia,Melbourne,41.5,15,60.4,220,None,Koeppen-A,Arid,Wetland,42.2,28.9,E,Spring,7629589,50107178,5
aus_1238,2025-05-21,Australia,Melbourne,23.9,23,159.9,252,None,Koeppen-B,Arid,Tundra,25,7.9,NW,Spring,1900503,99756060,4
aus_1239,2025-05-22,Australia,Melbourne,38.4,24,192.8,254,None,Koeppen-C,Arid,Tundra,39.6,23.7,NE,Spring,2547346,56048486,5
aus_124,2024-05-03,Australia,Sydney,-4.9,14,151.4,270,None,Koeppen-A,Arid,Desert,-4.2,9.2,SE,Spring,9302828,39348158,5
aus_1240,2025-05-23,Australia,Melbourne,38.8,11,187.2,129,None,Koeppen-D,Arid,Grassland,39.3,1.6,N,Spring,3102426,87956462,2
aus_1241,2025-05-24,Australia,Melbourne,-0.9,51,44.3,227,None,Koeppen-D,Arid,Grassland,1.7,19,NW,Spring,9086678,71288066,6
aus_1242,2025-05-25,Australia,Melbourne,13.6,35,24,16,None,Koeppen-A,Arid,Tundra,15.3,33.3,NE,Spring,6772916,29062433,7
aus_1243,2025-05-26,Australia,Melbourne,37.1,45,192.9,335,None,Koeppen-D,Arid,Tundra,39.4,31.6,NE,Spring,9694492,96046480,2
aus_1244,2025-05-27,Australia,Melbourne,6.7,68,92.3,286,None,Koeppen-C,Arid,Desert,10.1,5.2,N,Spring,5492984,78021436,3
aus_1245,2025-05-28,Australia,Melbourne,40,17,45.4,256,None,Koeppen-C,Arid,Desert,40.9,11.2,NE,Spring,5534976,346322,3
aus_1246,2025-05-29,Australia,Melbourne,23.5,27,28.5,196,None,Koeppen-C,Arid,Grassland,24.9,3.5,SW,Spring,3687518,54624097,1
aus_1247,2025-05-30,Australia,Melbourne,5.4,18,136.8,47,Flood,Koeppen-B,Arid,Tundra,6.3,20.1,NW,Spring,2240581,41357690,3
aus_1248,2025-05-31,Australia,Melbourne,35.6,98,36.2,349,None,Koeppen-C,Arid,Grassland,40.5,28,SE,Spring,6036496,257088,7
aus_1249,2025-06-01,Australia,Melbourne,39.9,45,36.6,189,None,Koeppen-D,Arid,Tundra,42.1,10.6,SW,Summer,8942724,84578420,7
aus_125,2024-05-04,Australia,Sydney,12.2,54,13.8,80,Drought,Koeppen-B,Arid,Wetland,14.9,4.5,SE,Spring,541112,79918431,8
aus_1250,2025-06-02,Australia,Melbourne,44.3,70,163,494,None,Koeppen-A,Arid,Tundra,47.8,21.2,W,Summer,9760955,38356641,1
aus_1251,2025-06-03,Australia,Melbourne,-2.3,69,118.5,203,Flood,Koeppen-B,Arid,Wetland,1.2,30.9,NE,Summer,3794482,58550854,3
aus_1252,2025-06-04,Australia,Melbourne,2.8,55,79.3,62,None,Koeppen-B,Arid,Grassland,5.5,23,SW,Summer,5148415,62077968,6
aus_1253,2025-06-05,Australia,Melbourne,18.5,91,54.1,486,None,Koeppen-A,Arid,Wetland,23.1,19.7,SE,Summer,8982531,19768046,4
aus_1254,2025-06-06,Australia,Melbourne,-7.1,53,70.5,439,None,Koeppen-A,Arid,Grassland,-4.4,28.2,NE,Summer,5090989,48880532,4
aus_1255,2025-06-07,Australia,Melbourne,31.5,46,6.3,132,None,Koeppen-A,Arid,Forest,33.8,10.4,NW,Summer,9791795,30068601,2
aus_1256,2025-06-08,Australia,Melbourne,-1.6,15,68.6,305,None,Koeppen-A,Arid,Wetland,-0.9,24.1,S,Summer,186249,41435779,2
aus_1257,2025-06-09,Australia,Melbourne,5.3,44,111.8,295,None,Koeppen-D,Arid,Grassland,7.5,25.6,NW,Summer,2558847,8831632,6
aus_1258,2025-06-10,Australia,Melbourne,6.6,32,195.8,226,Drought,Koeppen-C,Arid,Wetland,8.2,21.4,N,Summer,3139973,19040119,5
aus_1259,2025-06-11,Australia,Melbourne,29.8,47,34.9,500,Drought,Koeppen-A,Arid,Forest,32.1,22.4,NE,Summer,9404433,28402968,5
aus_126,2024-05-05,Australia,Sydney,-6.4,79,46.4,316,None,Koeppen-D,Arid,Tundra,-2.5,9.2,N,Spring,8556262,30011977,6
aus_1260,2025-06-12,Australia,Melbourne,-7.7,77,29.3,314,Hurricane,Koeppen-D,Arid,Tundra,-3.9,7.8,NE,Summer,555160,79775192,10
aus_1261,2025-06-13,Australia,Melbourne,-7.3,91,20.2,32,None,Koeppen-C,Arid,Grassland,-2.8,36.6,SE,Summer,4148434,42006899,3
aus_1262,2025-06-14,Australia,Melbourne,14.4,26,58.7,419,None,Koeppen-D,Arid,Wetland,15.7,18.5,SW,Summer,6345452,6407543,7
aus_1263,2025-06-15,Australia,Melbourne,9.7,97,195.2,336,None,Koeppen-C,Arid,Grassland,14.6,30.5,NE,Summer,9049975,14974124,10
aus_1264,2025-06-16,Australia,Melbourne,26.2,66,105,167,None,Koeppen-D,Arid,Desert,29.5,4.4,SE,Summer,2127051,98179638,10
aus_1265,2025-06-17,Australia,Melbourne,34.6,10,110.2,373,None,Koeppen-B,Arid,Desert,35.1,25.1,E,Summer,8411557,65294812,3
aus_1266,2025-06-18,Australia,Melbourne,36.7,67,114.1,473,None,Koeppen-A,Arid,Tundra,40.1,33.7,S,Summer,1263277,61356903,8
aus_1267,2025-06-19,Australia,Melbourne,15.7,28,54.6,139,Heatwave,Koeppen-C,Arid,Wetland,17.1,21.5,N,Summer,5113338,66273778,1
aus_1268,2025-06-20,Australia,Melbourne,39.9,10,19.5,239,None,Koeppen-B,Arid,Forest,40.4,9.8,N,Summer,3870995,68724026,10
aus_1269,2025-06-21,Australia,Melbourne,43.7,49,4.5,238,None,Koeppen-B,Arid,Grassland,46.2,14.9,W,Summer,852271,76334460,5
aus_127,2024-05-06,Australia,Sydney,28.5,100,111.5,485,Flood,Koeppen-C,Arid,Wetland,33.5,31.2,NE,Spring,3597546,68108919,3
aus_1270,2025-06-22,Australia,Melbourne,37.1,92,68.8,199,None,Koeppen-C,Arid,Desert,41.7,28.7,W,Summer,1959020,92187363,3
aus_1271,2025-06-23,Australia,Melbourne,26.4,52,173.6,90,None,Koeppen-B,Arid,Desert,29,32.9,E,Summer,4441739,1239333,1
aus_1272,2025-06-24,Australia,Melbourne,21.8,61,65.3,454,None,Koeppen-A,Arid,Tundra,24.9,40,W,Summer,2064001,62864340,6
aus_1273,2025-06-25,Australia,Melbourne,-6.9,87,113.3,203,None,Koeppen-A,Arid,Grassland,-2.5,8.5,SE,Summer,793772,2004469,4
aus_1274,2025-06-26,Australia,Melbourne,10.8,84,44.2,42,None,Koeppen-D,Arid,Desert,15,11.2,S,Summer,7553972,3079605,6
aus_1275,2025-06-27,Australia,Melbourne,9.9,20,129.1,478,None,Koeppen-B,Arid,Grassland,10.9,35.7,NE,Summer,5801575,92669583,1
aus_1276,2025-06-28,Australia,Melbourne,-6.8,63,91.7,469,None,Koeppen-D,Arid,Forest,-3.6,34,SE,Summer,7784193,79679727,6
aus_1277,2025-06-29,Australia,Melbourne,19,53,1.1,76,Heatwave,Koeppen-B,Arid,Desert,21.6,1,E,Summer,9921196,23319688,3
aus_1278,2025-06-30,Australia,Melbourne,-7.8,47,135.2,356,None,Koeppen-C,Arid,Desert,-5.4,39.7,NW,Summer,5259514,1980864,6
aus_1279,2025-07-01,Australia,Melbourne,5.2,91,151.8,32,None,Koeppen-B,Arid,Tundra,9.8,1.1,S,Summer,8105457,47764799,2
aus_128,2024-05-07,Australia,Sydney,40.5,96,14,242,None,Koeppen-C,Arid,Tundra,45.3,11.8,NE,Spring,258471,55955008,5
aus_1280,2025-07-02,Australia,Melbourne,26.6,19,132.2,469,None,Koeppen-D,Arid,Wetland,27.6,1.2,NW,Summer,1766863,56031798,3
aus_1281,2025-07-03,Australia,Melbourne,5.7,98,66.1,103,None,Koeppen-C,Arid,Forest,10.6,33.5,SW,Summer,8749223,30904037,10
aus_1282,2025-07-04,Australia,Melbourne,23.5,89,164.6,356,Flood,Koeppen-B,Arid,Desert,27.9,29.6,E,Summer,4338931,55871823,7
aus_1283,2025-07-05,Australia,Melbourne,27.9,97,145.7,49,None,Koeppen-A,Arid,Forest,32.8,30.3,E,Summer,6758566,14036487,10
aus_1284,2025-07-06,Australia,Melbourne,34.7,88,23.4,316,None,Koeppen-B,Arid,Tundra,39.1,28.7,SW,Summer,5327527,80931631,6
aus_1285,2025-07-07,Australia,Melbourne,-6.9,78,181,89,None,Koeppen-C,Arid,Desert,-3,34.9,E,Summer,383420,73259009,4
aus_1286,2025-07-08,Australia,Melbourne,24.2,84,173.2,152,None,Koeppen-A,Arid,Wetland,28.4,29.8,NW,Summer,3830381,49094834,3
aus_1287,2025-07-09,Australia,Melbourne,24.4,14,22.2,194,Heatwave,Koeppen-A,Arid,Desert,25.1,27.7,NE,Summer,2674972,28286182,4
aus_1288,2025-07-10,Australia,Melbourne,43.1,82,168.8,371,None,Koeppen-B,Arid,Desert,47.2,14.3,NE,Summer,5475845,68789936,9
aus_1289,2025-07-11,Australia,Melbourne,42.4,55,110.8,428,None,Koeppen-C,Arid,Grassland,45.1,20.6,S,Summer,2611921,24809035,7
aus_129,2024-05-08,Australia,Sydney,-8.3,36,103.3,240,None,Koeppen-C,Arid,Desert,-6.5,8.2,N,Spring,1734829,89491571,7
aus_1290,2025-07-12,Australia,Melbourne,14.1,33,132.5,94,None,Koeppen-B,Arid,Tundra,15.8,19.9,N,Summer,5200584,14006259,5
aus_1291,2025-07-13,Australia,Melbourne,16.4,33,89,156,None,Koeppen-A,Arid,Wetland,18,29.6,NW,Summer,7422420,6830694,9
aus_1292,2025-07-14,Australia,Melbourne,33.7,11,14.7,351,Drought,Koeppen-D,Arid,Grassland,34.2,21.7,SW,Summer,6544247,62093766,9
aus_1293,2025-07-15,Australia,Melbourne,27.8,93,165.9,275,None,Koeppen-A,Arid,Tundra,32.5,36,W,Summer,34788,45709343,2
aus_1294,2025-07-16,Australia,Melbourne,2.5,57,50,476,None,Koeppen-A,Arid,Wetland,5.3,3,W,Summer,146797,97528959,3
aus_1295,2025-07-17,Australia,Melbourne,28.9,21,87.4,20,None,Koeppen-A,Arid,Grassland,29.9,29.3,NE,Summer,5486910,2056131,7
aus_1296,2025-07-18,Australia,Melbourne,12.5,22,72,331,None,Koeppen-D,Arid,Grassland,13.6,9.4,E,Summer,569497,41244929,1
aus_1297,2025-07-19,Australia,Melbourne,18.6,85,28.8,66,None,Koeppen-A,Arid,Tundra,22.9,31.4,W,Summer,5752942,40741387,3
aus_1298,2025-07-20,Australia,Melbourne,32.6,72,189.5,204,None,Koeppen-D,Arid,Grassland,36.2,0.1,N,Summer,630746,33797047,10
aus_1299,2025-07-21,Australia,Melbourne,25.4,93,2,270,Hurricane,Koeppen-C,Arid,Grassland,30,28.9,S,Summer,9945804,94383662,7
aus_13,2024-01-13,Australia,Sydney,27.4,76,138.1,425,Heatwave,Koeppen-A,Arid,Desert,31.2,38.8,SE,Winter,395957,990160,10
aus_130,2024-05-09,Australia,Sydney,15.5,54,81,357,None,Koeppen-A,Arid,Forest,18.2,8.6,NW,Spring,3040567,36178192,6
aus_1300,2025-07-22,Australia,Melbourne,2,65,45.7,13,None,Koeppen-A,Arid,Forest,5.2,3.8,E,Summer,1139126,41497360,5
aus_1301,2025-07-23,Australia,Melbourne,9.1,67,73.3,452,None,Koeppen-D,Arid,Forest,12.4,2.1,N,Summer,2100130,83817647,7
aus_1302,2025-07-24,Australia,Melbourne,20.8,11,153.7,378,None,Koeppen-C,Arid,Forest,21.4,27.5,W,Summer,9226023,11694216,8
aus_1303,2025-07-25,Australia,Melbourne,30.3,83,165.2,357,None,Koeppen-B,Arid,Tundra,34.5,30.9,S,Summer,1742941,7703786,1
aus_1304,2025-07-26,Australia,Melbourne,-3.8,20,62.3,214,Heatwave,Koeppen-A,Arid,Tundra,-2.8,6.4,N,Summer,7875549,77808172,1
aus_1305,2025-07-27,Australia,Melbourne,-9.5,49,199.4,277,None,Koeppen-A,Arid,Desert,-7,17.2,N,Summer,4275367,99058706,1
aus_1306,2025-07-28,Australia,Melbourne,23,80,11.8,384,None,Koeppen-A,Arid,Desert,27,22.9,N,Summer,1556037,40006491,10
aus_1307,2025-07-29,Australia,Melbourne,29.1,74,30.8,220,Flood,Koeppen-A,Arid,Grassland,32.8,12.1,E,Summer,5412390,79575659,8
aus_1308,2025-07-30,Australia,Melbourne,10.8,35,69.6,56,None,Koeppen-C,Arid,Tundra,12.6,11.6,N,Summer,7735842,99095807,6
aus_1309,2025-07-31,Australia,Melbourne,21,22,141.5,108,None,Koeppen-C,Arid,Wetland,22.1,13.5,SW,Summer,1142504,92840373,4
aus_131,2024-05-10,Australia,Sydney,11.3,84,186.3,105,Hurricane,Koeppen-B,Arid,Grassland,15.5,7,SE,Spring,1209657,36194533,5
aus_1310,2025-08-01,Australia,Melbourne,21.4,23,36.8,179,Hurricane,Koeppen-B,Arid,Forest,22.5,36.4,E,Summer,7415514,7608498,10
aus_1311,2025-08-02,Australia,Melbourne,4.7,85,26.9,22,None,Koeppen-C,Arid,Forest,8.9,37.8,N,Summer,7606305,8012509,5
aus_1312,2025-08-03,Australia,Melbourne,10.2,61,39.1,440,None,Koeppen-B,Arid,Tundra,13.2,12.7,S,Summer,7634466,14963355,6
aus_1313,2025-08-04,Australia,Melbourne,-8.6,54,74,28,None,Koeppen-C,Arid,Tundra,-5.9,25.4,SW,Summer,9200954,52132202,7
aus_1314,2025-08-05,Australia,Melbourne,29.3,40,185.8,44,None,Koeppen-C,Arid,Wetland,31.3,19.8,NE,Summer,2285974,13640724,9
